Code,Trouble Code System,Condition Description
P2583,Powertrain,Cruise Control Front Distance Range Sensor Single Sensor or Center 
P2584,Powertrain,Fuel Additive Control Module Requested MIL Illumination
P2585,Powertrain,Fuel Additive Control Module Warning Lamp Request 
P2586,Powertrain,Turbocharger Boost Control Position Sensor  - Circuit
P2587,Powertrain,Turbocharger Boost Control Position Sensor  - Circuit Range/Performance
P2588,Powertrain,Turbocharger Boost Control Position Sensor  - Circuit Low 
P2589,Powertrain,Turbocharger Boost Control Position Sensor  - Circuit High
P258A,Powertrain,Vacuum Pump Control Circuit/Open 
P258B,Powertrain,Vacuum Pump Control Range/Performance 
P258C,Powertrain,Vacuum Pump Control Circuit Low
P258D,Powertrain,Vacuum Pump Control Circuit High
P258E,Powertrain,PTO Enable Switch Performance
P258F,Powertrain,Torque Management Request Output Signal 
P2590,Powertrain,Turbocharger Boost Control Position Sensor  - Circuit Intermittent/Erratic
P2591,Powertrain,Cruise Control Front Distance Range Sensor Left 
P2592,Powertrain,Cruise Control Front Distance Range Sensor Right
P2600,Powertrain,Coolant Pump  - Control Circuit/Open
P2601,Powertrain,Coolant Pump  - Control Circuit Range/Performance 
P2602,Powertrain,Coolant Pump  - Control Circuit Low
P2603,Powertrain,Coolant Pump  - Control Circuit High
P2604,Powertrain,Intake Air Heater  - Circuit Range/Performance
P2605,Powertrain,Intake Air Heater  - Circuit/Open
P2606,Powertrain,Intake Air Heater  - Circuit Range/Performance
P2607,Powertrain,Intake Air Heater  - Circuit Low
P2608,Powertrain,Intake Air Heater  - Circuit High
P2609,Powertrain,Intake Air Heater System Performance
P260A,Powertrain,PTO Control Circuit /Open
P260B,Powertrain,PTO Control Circuit Low
P260C,Powertrain,PTO Control Circuit High 
P260D,Powertrain,PTO Engaged Lamp Control Circuit 
P260E,Powertrain,Diesel Particulate Filter Regeneration Lamp Control Circuit 
P260F,Powertrain,Evaporative System Monitoring Processor Performance 
P2610,Powertrain,ECM/PCM Internal Engine Off Timer Performance
P2611,Powertrain,A/C Refrigerant Distribution Valve Control Circuit/Open 
P2612,Powertrain,A/C Refrigerant Distribution Valve Control Circuit Low 
P2613,Powertrain,A/C Refrigerant Distribution Valve Control Circuit High 
P2614,Powertrain,Camshaft Position Signal Output Circuit/Open 
P2615,Powertrain,Camshaft Position Signal Output Circuit Low 
P2616,Powertrain,Camshaft Position Signal Output Circuit High
P2617,Powertrain,Crankshaft Position Signal Output Circuit/Open
P2618,Powertrain,Crankshaft Position Signal Output Circuit Low
P2619,Powertrain,Crankshaft Position Signal Output Circuit High 
P261A,Powertrain,Coolant Pump  - Control Circuit/Open 
P261B,Powertrain,Coolant Pump  - Control Circuit Range/Performance
P261C,Powertrain,Coolant Pump  - Control Circuit Low
P261D,Powertrain,Coolant Pump  - Control Circuit High
P2620,Powertrain,Throttle Position Output Circuit/Open
P2621,Powertrain,Throttle Position Output Circuit Low
P2622,Powertrain,Throttle Position Output Circuit High 
P2623,Powertrain,Injector Control Pressure Regulator Circuit/Open
P2624,Powertrain,Injector Control Pressure Regulator Circuit Low
P2625,Powertrain,Injector Control Pressure Regulator Circuit High 
P2626,Powertrain,O2 Sensor Pumping Current Trim Circuit/Open Bank 1 Sensor 1
P2627,Powertrain,O2 Sensor Pumping Current Trim Circuit Low Bank 1 Sensor 1
P2628,Powertrain,O2 Sensor Pumping Current Trim Circuit High Bank 1 Sensor 1
P2629,Powertrain,O2 Sensor Pumping Current Trim Circuit/Open Bank 2 Sensor 1
P2630,Powertrain,O2 Sensor Pumping Current Trim Circuit Low Bank 2 Sensor 1
P2631,Powertrain,O2 Sensor Pumping Current Trim Circuit High Bank 2 Sensor 1
P2632,Powertrain,Fuel Pump  - Control Circuit /Open 
P2633,Powertrain,Fuel Pump  - Control Circuit Low
P2634,Powertrain,Fuel Pump  - Control Circuit High
P2635,Powertrain,Fuel Pump  - Low Flow/Performance 
P2636,Powertrain,Fuel Pump  - Low Flow/Performance
P2637,Powertrain,Torque Management Feedback Signal  - 
P2638,Powertrain,Torque Management Feedback Signal  - Range/Performance 
P2639,Powertrain,Torque Management Feedback Signal  - Low
P2640,Powertrain,Torque Management Feedback Signal  - High 
P2641,Powertrain,Torque Management Feedback Signal  - 
P2642,Powertrain,Torque Management Feedback Signal  - Range/Performance
P2643,Powertrain,Torque Management Feedback Signal  - Low 
P2644,Powertrain,Torque Management Feedback Signal  - High 
P2645,Powertrain,A Rocker Arm Actuator Control Circuit/Open Bank 1
P2646,Powertrain,A Rocker Arm Actuator System Performance/Stuck Off Bank 1
P2647,Powertrain,A Rocker Arm Actuator System Stuck On Bank 1
P2648,Powertrain,A Rocker Arm Actuator Control Circuit Low Bank 1
P2649,Powertrain,A Rocker Arm Actuator Control Circuit High Bank 1
P264A,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Bank 1
P264B,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Range/Performance Bank 1
P264C,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Low Bank 1
P264D,Powertrain,A Rocker Arm Actuator Position Sensor Circuit High Bank 1
P264E,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Intermittent/Erratic Bank 1
P2650,Powertrain,B Rocker Arm Actuator Control Circuit/Open Bank 1
P2651,Powertrain,B Rocker Arm Actuator System Performance/Stuck Off Bank 1
P2652,Powertrain,B Rocker Arm Actuator System Stuck On Bank 1
P2653,Powertrain,B Rocker Arm Actuator Control Circuit Low Bank 1
P2654,Powertrain,B Rocker Arm Actuator Control Circuit High Bank 1
P2655,Powertrain,A Rocker Arm Actuator Control Circuit/Open Bank 2
P2656,Powertrain,A Rocker Arm Actuator System Performance/Stuck Off Bank 2
P2657,Powertrain,A Rocker Arm Actuator System Stuck On Bank 2
P2658,Powertrain,A Rocker Arm Actuator Control Circuit Low Bank 2
P2659,Powertrain,A Rocker Arm Actuator Control Circuit High Bank 2
P265A,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Bank 1
P265B,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Range/Performance Bank 1
P265C,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Low Bank 1
P265D,Powertrain,B Rocker Arm Actuator Position Sensor Circuit High Bank 1
P265E,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Intermittent/Erratic Bank 1
P2660,Powertrain,B Rocker Arm Actuator Control Circuit/Open Bank 2
P2661,Powertrain,B Rocker Arm Actuator System Performance/Stuck Off Bank 2
P2662,Powertrain,B Rocker Arm Actuator System Stuck On Bank 2
P2663,Powertrain,B Rocker Arm Actuator Control Circuit Low Bank 2
P2664,Powertrain,B Rocker Arm Actuator Control Circuit High Bank 2
P2665,Powertrain,Fuel Shutoff Valve  - Control Circuit/Open
P2666,Powertrain,Fuel Shutoff Valve  - Control Circuit Low
P2667,Powertrain,Fuel Shutoff Valve  - Control Circuit High
P2668,Powertrain,Fuel Mode Indicator Lamp Control Circuit
P2669,Powertrain,Actuator Supply Voltage  - Circuit /Open
P266A,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Bank 2
P266B,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Range/Performance Bank 2
P266C,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Low Bank 2
P266D,Powertrain,A Rocker Arm Actuator Position Sensor Circuit High Bank 2
P266E,Powertrain,A Rocker Arm Actuator Position Sensor Circuit Intermittent/Erratic Bank 2
P2670,Powertrain,Actuator Supply Voltage  - Circuit Low
P2671,Powertrain,Actuator Supply Voltage  - Circuit High
P2672,Powertrain,Injection Pump Timing Offset 
P2673,Powertrain,Injection Pump Timing Calibration Not Learned
P2674,Powertrain,Injection Pump Fuel Calibration Not Learned
P2675,Powertrain,Air Cleaner Inlet Control Circuit/Open 
P2676,Powertrain,Air Cleaner Inlet Control Circuit Low 
P2677,Powertrain,Air Cleaner Inlet Control Circuit High 
P2678,Powertrain,Coolant Degassing Valve Control Circuit/Open 
P2679,Powertrain,Coolant Degassing Valve Control Circuit Low
P267A,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Bank 2
P267B,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Range/Performance Bank 2
P267C,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Low Bank 2
P267D,Powertrain,B Rocker Arm Actuator Position Sensor Circuit High Bank 2
P267E,Powertrain,B Rocker Arm Actuator Position Sensor Circuit Intermittent/Erratic Bank 2
P2680,Powertrain,Coolant Degassing Valve Control Circuit High
P2681,Powertrain,Engine Coolant Bypass Valve Control Circuit/Open 
P2682,Powertrain,Engine Coolant Bypass Valve Control Circuit Low
P2683,Powertrain,Engine Coolant Bypass Valve Control Circuit High 
P2684,Powertrain,Actuator Supply Voltage - Circuit/Open 
P2685,Powertrain,Actuator Supply Voltage - Circuit Low
P2686,Powertrain,Actuator Supply Voltage - Circuit High
P2687,Powertrain,Fuel Supply Heater Control Circuit/Open 
P2688,Powertrain,Fuel Supply Heater Control Circuit Low
P2689,Powertrain,Fuel Supply Heater Control Circuit High 
P268A,Powertrain,Fuel Injector Calibration Not Learned/Programmed
P268B,Powertrain,High Pressure Fuel Pump Calibration Not Learned/Programmed
P268C,Powertrain,Cylinder 1 Injector Data Incompatible
P268D,Powertrain,Cylinder 2 Injector Data Incompatible
P268E,Powertrain,Cylinder 3 Injector Data Incompatible
P268F,Powertrain,Cylinder 4 Injector Data Incompatible
P2690,Powertrain,Cylinder 5 Injector Data Incompatible
P2691,Powertrain,Cylinder 6 Injector Data Incompatible
P2692,Powertrain,Cylinder 7 Injector Data Incompatible
P2693,Powertrain,Cylinder 8 Injector Data Incompatible
P2694,Powertrain,Cylinder 9 Injector Data Incompatible
P2695,Powertrain,Cylinder 10 Injector Data Incompatible
P2696,Powertrain,Injector Data Incompatible 
P2697,Powertrain,Exhaust Aftertreatment Fuel Injector  - Circuit/Open 
P2698,Powertrain,Exhaust Aftertreatment Fuel Injector  - Performance
P2699,Powertrain,Exhaust Aftertreatment Fuel Injector  - Circuit Low 
P269A,Powertrain,Exhaust Aftertreatment Fuel Injector  - Circuit High 
P269B,Powertrain,Exhaust Aftertreatment Glow Plug Control Circuit/Open 
P269C,Powertrain,Exhaust Aftertreatment Glow Plug Control Performance 
P269D,Powertrain,Exhaust Aftertreatment Glow Plug Control Circuit Low 
P269E,Powertrain,Exhaust Aftertreatment Glow Plug Control Circuit High 
P269F,Powertrain,Exhaust Aftertreatment Glow Plug Circuit/Open 
P26A0,Powertrain,Exhaust Aftertreatment Glow Plug Performance
P26A1,Powertrain,Exhaust Aftertreatment Glow Plug Circuit Low 
P26A2,Powertrain,Exhaust Aftertreatment Glow Plug Circuit High 
P2700,Powertrain,Transmission Friction Element  - Apply Time Range/Performance 
P2701,Powertrain,Transmission Friction Element  - Apply Time Range/Performance
P2702,Powertrain,Transmission Friction Element - Apply Time Range/Performance
P2703,Powertrain,Transmission Friction Element - Apply Time Range/Performance
P2704,Powertrain,Transmission Friction Element - Apply Time Range/Performance
P2705,Powertrain,Transmission Friction Element - Apply Time Range/Performance
P2706,Powertrain,Shift Solenoid F Malfunction
P2707,Powertrain,Shift Solenoid F Performance/Stuck Off
P2708,Powertrain,Shift Solenoid F Stuck On
P2709,Powertrain,Shift Solenoid F Electrical 
P2710,Powertrain,Shift Solenoid F Intermittent 
P2711,Powertrain,Unexpected Mechanical Gear Disengagement
P2712,Powertrain,Hydraulic Power Unit Leakage
P2713,Powertrain,Pressure Control Solenoid - 
P2714,Powertrain,Pressure Control Solenoid - Performance/Stuck Off 
P2715,Powertrain,Pressure Control Solenoid - Stuck On
P2716,Powertrain,Pressure Control Solenoid - Electrical 
P2717,Powertrain,Pressure Control Solenoid - Intermittent 
P2718,Powertrain,Pressure Control Solenoid - Control Circuit/Open
P2719,Powertrain,Pressure Control Solenoid - Control Circuit Range/Performance 
P2720,Powertrain,Pressure Control Solenoid - Control Circuit Low
P2721,Powertrain,Pressure Control Solenoid - Control Circuit High
P2722,Powertrain,Pressure Control Solenoid - 
P2723,Powertrain,Pressure Control Solenoid - Performance/Stuck Off 
P2724,Powertrain,Pressure Control Solenoid - Stuck On 
P2725,Powertrain,Pressure Control Solenoid - Electrical 
P2726,Powertrain,Pressure Control Solenoid - Intermittent 
P2727,Powertrain,Pressure Control Solenoid - Control Circuit/Open
P2728,Powertrain,Pressure Control Solenoid - Control Circuit Range/Performance
P2729,Powertrain,Pressure Control Solenoid - Control Circuit Low
P2730,Powertrain,Pressure Control Solenoid - Control Circuit High 
P2731,Powertrain,Pressure Control Solenoid - 
P2732,Powertrain,Pressure Control Solenoid - Performance/Stuck Off 
P2733,Powertrain,Pressure Control Solenoid - Stuck On 
P2734,Powertrain,Pressure Control Solenoid - Electrical 
P2735,Powertrain,Pressure Control Solenoid - Intermittent
P2736,Powertrain,Pressure Control Solenoid - Control Circuit/Open 
P2737,Powertrain,Pressure Control Solenoid - Control Circuit Range/Performance
P2738,Powertrain,Pressure Control Solenoid - Control Circuit Low 
P2739,Powertrain,Pressure Control Solenoid - Control Circuit High
P273A,Powertrain,Transmission Friction Element - Apply Time Range/Performance
P273B,Powertrain,Transmission Friction Element - Apply Time Range/Performance
P2740,Powertrain,Transmission Fluid Temperature Sensor  - Circuit
P2741,Powertrain,Transmission Fluid Temperature Sensor  - Circuit Range/Performance
P2742,Powertrain,Transmission Fluid Temperature Sensor  - Circuit Low
P2743,Powertrain,Transmission Fluid Temperature Sensor  - Circuit High
P2744,Powertrain,Transmission Fluid Temperature Sensor  - Circuit Intermittent
P2745,Powertrain,Intermediate Shaft Speed Sensor B Circuit
P2746,Powertrain,Intermediate Shaft Speed Sensor B Circuit Range/Performance
P2747,Powertrain,Intermediate Shaft Speed Sensor B Circuit No Signal 
P2748,Powertrain,Intermediate Shaft Speed Sensor B Circuit Intermittent
P2749,Powertrain,Intermediate Shaft Speed Sensor C Circuit 
P2750,Powertrain,Intermediate Shaft Speed Sensor C Circuit Range/Performance
P2751,Powertrain,Intermediate Shaft Speed Sensor C Circuit No Signal
P2752,Powertrain,Intermediate Shaft Speed Sensor C Circuit Intermittent
P2753,Powertrain,Transmission Fluid Cooler Control Circuit/Open 
P2754,Powertrain,Transmission Fluid Cooler Control Circuit Low 
P2755,Powertrain,Transmission Fluid Cooler Control Circuit High 
P2756,Powertrain,Torque Converter Clutch Pressure Control Solenoid
P2757,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit Performance/Stuck Off 
P2758,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit Stuck On
P2759,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit Electrical 
P2760,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit Intermittent 
P2761,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit/Open 
P2762,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit Range/Performance 
P2763,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit High
P2764,Powertrain,Torque Converter Clutch Pressure Control Solenoid Control Circuit Low 
P2765,Powertrain,Input/Turbine Speed Sensor  - Circuit 
P2766,Powertrain,Input/Turbine Speed Sensor  - Circuit Range/Performance
P2767,Powertrain,Input/Turbine Speed Sensor  - Circuit No Signal 
P2768,Powertrain,Input/Turbine Speed Sensor  - Circuit Intermittent 
P2769,Powertrain,Torque Converter Clutch Circuit Low 
P2770,Powertrain,Torque Converter Clutch Circuit High
P2771,Powertrain,Four Wheel Drive (4WD) Low Switch Circuit
P2772,Powertrain,Four Wheel Drive (4WD) Low Switch Circuit Range/Performance
P2773,Powertrain,Four Wheel Drive (4WD) Low Switch Circuit Low
P2774,Powertrain,Four Wheel Drive (4WD) Low Switch Circuit High
P2775,Powertrain,Upshift Switch Circuit Range/Performance 
P2776,Powertrain,Upshift Switch Circuit Low 
P2777,Powertrain,Upshift Switch Circuit High 
P2778,Powertrain,Upshift Switch Circuit Intermittent/Erratic 
P2779,Powertrain,Downshift Switch Circuit Range/Performance 
P2780,Powertrain,Downshift Switch Circuit Low 
P2781,Powertrain,Downshift Switch Circuit High 
P2782,Powertrain,Downshift Switch Circuit Intermittent/Erratic 
P2783,Powertrain,Torque Converter Temperature Too High
P2784,Powertrain,Input/Turbine Speed Sensor   - Correlation 
P2785,Powertrain,Clutch Actuator Temperature Too High 
P2786,Powertrain,Gear Shift Actuator Temperature Too High
P2787,Powertrain,Clutch Temperature Too High
P2788,Powertrain,Auto Shift Manual Adaptive Learning at Limit 
P2789,Powertrain,Clutch  - Adaptive Learning at Limit 
P278A,Powertrain,Kick Down Switch Circuit 
P278B,Powertrain,Kick Down Switch Circuit Range/Performance 
P278C,Powertrain,Kick Down Switch Circuit Low 
P278D,Powertrain,Kick Down Switch Circuit High 
P278E,Powertrain,Kick Down Switch Circuit Intermittent/Erratic 
P278F,Powertrain,Clutch  - Adaptive Learning at Limit 
P2790,Powertrain,Gate Select Direction Circuit 
P2791,Powertrain,Gate Select Direction Circuit Low 
P2792,Powertrain,Gate Select Direction Circuit High 
P2793,Powertrain,Gear Shift Direction Circuit 
P2794,Powertrain,Gear Shift Direction Circuit Low 
P2795,Powertrain,Gear Shift Direction Circuit High
P2796,Powertrain,Auxiliary Transmission Fluid Pump Control Circuit/Open
P2797,Powertrain,Auxiliary Transmission Fluid Pump Performance 
P2798,Powertrain,Auxiliary Transmission Fluid Pump Control Circuit Low
P2799,Powertrain,Auxiliary Transmission Fluid Pump Control Circuit High 
P279A,Powertrain,Transfer Case Gear High Incorrect Ratio 
P279B,Powertrain,Transfer Case Gear Low Incorrect Ratio
P279C,Powertrain,Transfer Case Gear Neutral Incorrect Ratio 
P279D,Powertrain,Four Wheel Drive (4WD) Range Signal Circuit
P279E,Powertrain,Four Wheel Drive (4WD) Range Signal Circuit Range/Performance
P279F,Powertrain,Four Wheel Drive (4WD) Range Signal Circuit Low
P27A0,Powertrain,Four Wheel Drive (4WD) Range Signal Circuit High
P2800,Powertrain,Transmission Range Sensor  - Circuit (PRNDL Input) 
P2801,Powertrain,Transmission Range Sensor  - Circuit Range/Performance
P2802,Powertrain,Transmission Range Sensor  - Circuit Low
P2803,Powertrain,Transmission Range Sensor  - Circuit High 
P2804,Powertrain,Transmission Range Sensor  - Circuit Intermittent
